id,line,audio_path,duration_sec,current_category,annotation_status,reference_text,expected_clean,decision,final_category,reviewer_notes
heuristic_filler_0048,3285,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000018_4KyKHGdNDxc_TEST_NET_Y0000000018_4KyKHGdNDxc_S00007.wav,6.88,filler,curated,公孙离和守约经常上BAN位孙尚香李元芳又不太行剩下的就是马可了所以哪怕是削弱只要机制不改,公孙离和守约经常上BAN位孙尚香李元芳又不太行剩下的就是马可了所以哪怕是削弱只要机制不改,keep,passthrough,
heuristic_filler_0049,17511,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000089_gcELWtzncEo_TEST_NET_Y0000000089_gcELWtzncEo_S00421.wav,0.47,filler,curated,谁啊,谁啊,keep,passthrough,
heuristic_filler_0050,1372,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000009_26OUqTzrzv0_TEST_NET_Y0000000009_26OUqTzrzv0_S00174.wav,4.36,filler,curated,啊你让我坐绿皮车我也忍了硬座票你还买山寨版的,啊你让我坐绿皮车我也忍了硬座票你还买山寨版的,keep,passthrough,
heuristic_filler_0051,15724,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000084_d_-hNBsj3O0_TEST_NET_Y0000000084_d_-hNBsj3O0_S00067.wav,7.16,filler,curated,途中遇到了那个偷他车男人少年随手抄起一把带铁钉的木板狠狠地向那人敲打过去,途中遇到了那个偷他车男人少年随手抄起一把带铁钉的木板狠狠地向那人敲打过去,keep,passthrough,
heuristic_filler_0052,22273,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000108_sQQTqZAbRW8_TEST_NET_Y0000000108_sQQTqZAbRW8_S00550.wav,1.7,filler,curated,究竟是为了哪般啊,究竟是为了哪般啊,keep,passthrough,
heuristic_filler_0053,3849,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000020_5XD21BihDd8_TEST_NET_Y0000000020_5XD21BihDd8_S00213.wav,4.07,filler,curated,死死死死你个头啊你这么看人家人家当然会害羞嘛,死你个头啊你这么看人家人家当然会害羞嘛,correct,repetition,
heuristic_filler_0054,7819,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000043_HmOXmzJuEhU_TEST_NET_Y0000000043_HmOXmzJuEhU_S00163.wav,7.0,filler,curated,主观恶意或其它的目的的有些有些编辑记者就是就是看我那个嚣张的样子看不惯他就会写,主观恶意或其它的目的的有些编辑记者就是看我那个嚣张的样子看不惯他就会写,correct,repetition,
heuristic_filler_0055,12754,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000065_TGm7JS2Zojc_TEST_NET_Y0000000065_TGm7JS2Zojc_S00230.wav,6.4,filler,curated,就是能够有一批有共同理念有很多共同观点的人走在一起,就是能够有一批有共同理念有很多共同观点的人走在一起,keep,passthrough,
heuristic_filler_0056,13631,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000071_XpnJPdDkxUw_TEST_NET_Y0000000071_XpnJPdDkxUw_S00095.wav,2.33,filler,curated,因为你的毛囊就是你的皮脂腺,因为你的毛囊就是你的皮脂腺,keep,passthrough,
heuristic_filler_0057,8691,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000048_Kh2EJlGGYBA_TEST_NET_Y0000000048_Kh2EJlGGYBA_S00044.wav,5.08,filler,curated,结果被怪物袭击九死一生才逃了出来两条腿就是这么没的,结果被怪物袭击九死一生才逃了出来两条腿就是这么没的,keep,passthrough,
heuristic_filler_0058,9483,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000051_LhvfBuJ7FuY_TEST_NET_Y0000000051_LhvfBuJ7FuY_S00060.wav,1.74,filler,curated,三爷咱真干啊,三爷咱真干啊,keep,passthrough,
heuristic_filler_0059,15771,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000085_eD1M92fSBWQ_TEST_NET_Y0000000085_eD1M92fSBWQ_S00021.wav,5.48,filler,curated,兰蔻的持妆散粉放在家里经常用我觉得这个很好用对就是很好用持妆效果很好,兰蔻的持妆散粉放在家里经常用我觉得这个很好用持妆效果很好,correct,repetition,
heuristic_filler_0060,5825,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000031_ANuqinnbvP4_TEST_NET_Y0000000031_ANuqinnbvP4_S00318.wav,1.24,filler,curated,别往心里去啊,别往心里去啊,keep,passthrough,
heuristic_self_correction_0061,3864,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000020_5XD21BihDd8_TEST_NET_Y0000000020_5XD21BihDd8_S00228.wav,4.07,self_correction,curated,我爹的朋友不是英雄就是豪杰他的朋友也是我的朋友,我爹的朋友不是英雄就是豪杰他的朋友也是我的朋友,keep,passthrough,
heuristic_self_correction_0062,7679,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000043_HmOXmzJuEhU_TEST_NET_Y0000000043_HmOXmzJuEhU_S00023.wav,5.38,self_correction,curated,所以是不是地中海呢肯定还是地中海但是已经改善了一半还多了,是地中海但是已经改善了一半还多了,correct,self_correction,
heuristic_self_correction_0063,8192,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000043_HmOXmzJuEhU_TEST_NET_Y0000000043_HmOXmzJuEhU_S00536.wav,1.1,self_correction,curated,是一舒服就不对了,是一舒服就不对了,keep,passthrough,
heuristic_self_correction_0064,12486,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000064_TDpQGYLhiX0_TEST_NET_Y0000000064_TDpQGYLhiX0_S00356.wav,1.86,self_correction,curated,我不对刚才对不起啦,我不对刚才对不起啦,keep,passthrough,
heuristic_self_correction_0065,13568,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000071_XpnJPdDkxUw_TEST_NET_Y0000000071_XpnJPdDkxUw_S00032.wav,4.82,self_correction,curated,所以这一次先看医生啊再用护肤产品所以绝大多数女生应该是前三种,所以这一次先看医生啊再用护肤产品所以绝大多数女生应该是前三种,keep,passthrough,
heuristic_self_correction_0066,11390,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000059_OapfqJR7_Yg_TEST_NET_Y0000000059_OapfqJR7_Yg_S00191.wav,6.08,self_correction,curated,这种痛苦我觉得只要是没有经历过的人他肯定都体会不到那么深层吧应该是,这种痛苦我觉得只要是没有经历过的人他肯定都体会不到那么深层吧应该是,keep,passthrough,
heuristic_self_correction_0067,23136,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000109_scA1qYR0krU_TEST_NET_Y0000000109_scA1qYR0krU_S00079.wav,4.68,self_correction,curated,不是还是棉纺的嘛那化工的再好也不如那棉纺的舒服啊,不是还是棉纺的嘛那化工的再好也不如那棉纺的舒服啊,keep,passthrough,
heuristic_self_correction_0068,18646,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000091_hMHaHxbJe9M_TEST_NET_Y0000000091_hMHaHxbJe9M_S00331.wav,1.68,self_correction,curated,应该是东北的广大农村,应该是东北的广大农村,keep,passthrough,
heuristic_self_correction_0069,22245,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000108_sQQTqZAbRW8_TEST_NET_Y0000000108_sQQTqZAbRW8_S00522.wav,1.93,self_correction,curated,不是你左右不分是不是并线来,不是你左右不分是不是并线来,keep,passthrough,
heuristic_self_correction_0070,6895,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000035_DJVtW_x0Y1k_TEST_NET_Y0000000035_DJVtW_x0Y1k_S00114.wav,7.84,self_correction,curated,随后巴乔吹起了口哨宠物狗狗们摇头摆尾地跑出来可它们不知道等待它们的不是食物而是子弹,随后巴乔吹起了口哨宠物狗狗们摇头摆尾地跑出来可它们不知道等待它们的不是食物而是子弹,keep,passthrough,
heuristic_self_correction_0071,21273,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000103_ptXJhAPUZbs_TEST_NET_Y0000000103_ptXJhAPUZbs_S00749.wav,2.31,self_correction,curated,反正我做什么都是错的做什么都不对,反正我做什么都是错的做什么都不对,keep,passthrough,
heuristic_self_correction_0072,14120,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000072_Xv5dEMt-tkE_TEST_NET_Y0000000072_Xv5dEMt-tkE_S00401.wav,6.32,self_correction,curated,不是红匪是红军我能活着回来就是他们救了我,是红军我能活着回来就是他们救了我,correct,self_correction,
heuristic_self_correction_0073,23142,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000109_scA1qYR0krU_TEST_NET_Y0000000109_scA1qYR0krU_S00085.wav,2.46,self_correction,curated,那那个是不是也那那个也是创新呀,那那个是不是也是创新呀,correct,repetition,
heuristic_self_correction_0074,169,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000000_-KTKHdZ2fb8_TEST_NET_Y0000000000_-KTKHdZ2fb8_S00168.wav,2.39,self_correction,curated,应该是她男朋友的吧,应该是她男朋友的吧,keep,passthrough,
heuristic_self_correction_0075,544,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000002_0UpehIF506s_TEST_NET_Y0000000002_0UpehIF506s_S00028.wav,6.24,self_correction,curated,都不能说是水光感应该是油光感有一种你好像在脸上涂了油还是你在粉底里面混合了油之后的感觉,应该是油光感有一种你好像在脸上涂了油还是你在粉底里面混合了油之后的感觉,correct,self_correction,
heuristic_self_correction_0076,969,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000005_0y0GDUzsbus_TEST_NET_Y0000000005_0y0GDUzsbus_S00005.wav,7.85,self_correction,curated,这个很不合适对不对男同学你面试的时候是不是也是这样的你已经要步入这个社会了对吧你在学校里面也是一个学生你进入这个社会,这个很不合适  男同学你面试的时候是不是也是这样的你已经要步入这个社会了 你在学校里面也是一个学生你进入这个社会,correct,filler_repetition,
heuristic_self_correction_0077,20289,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000100_pK0sjf8ok-U_TEST_NET_Y0000000100_pK0sjf8ok-U_S00109.wav,5.48,self_correction,curated,而人类的一种交往是不是叫犯罪过程不是,而人类的一种交往不是叫犯罪过程,correct,self_correction,
heuristic_self_correction_0078,6282,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000033_Bm8baOIS9PI_TEST_NET_Y0000000033_Bm8baOIS9PI_S00019.wav,1.72,self_correction,curated,你不是在跟踪我是在干嘛,你在跟踪我,correct,self_correction,
heuristic_self_correction_0079,17295,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000089_gcELWtzncEo_TEST_NET_Y0000000089_gcELWtzncEo_S00205.wav,2.14,self_correction,curated,很扯对不对我今天真是太衰了,很扯对不对我今天真是太衰了,keep,passthrough,
heuristic_self_correction_0080,23162,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000109_scA1qYR0krU_TEST_NET_Y0000000109_scA1qYR0krU_S00105.wav,7.68,self_correction,curated,那么我们的第一代这个企业家从哪儿来的呢严格的说起来应该是从承包制来的,那么我们的第一代这个企业家严格的说起来应该是从承包制来的,correct,self_correction,
heuristic_numbers_0081,15665,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000084_d_-hNBsj3O0_TEST_NET_Y0000000084_d_-hNBsj3O0_S00008.wav,7.4,numbers,curated,试图用自己的血与汗守护这个脆弱的家庭朋友告诉少年政府答应发放贷款给贫穷家庭,试图用自己的血与汗守护这个脆弱的家庭朋友告诉少年政府答应发放贷款给贫穷家庭,keep,passthrough,
heuristic_numbers_0082,15853,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000085_eD1M92fSBWQ_TEST_NET_Y0000000085_eD1M92fSBWQ_S00103.wav,6.94,numbers,curated,这把刷子是毛戈平的啊就双头刷很好用很方便哑光高光的部分还要扫在这里一块就刚刚扫修容的上半部分,这把刷子是毛戈平的啊就双头刷很好用很方便哑光高光的部分还要扫在这里一块就刚刚扫修容的上半部分,keep,passthrough,
heuristic_numbers_0083,16937,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000087_gEptCQjHk34_TEST_NET_Y0000000087_gEptCQjHk34_S00368.wav,3.87,numbers,curated,这个我觉得是一个非常关键的东西但是在案卷里边显示不出来,这个我觉得是一个非常关键的东西但是在案卷里边显示不出来,keep,passthrough,
heuristic_numbers_0084,15025,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000081_ceIGL_DHoSk_TEST_NET_Y0000000081_ceIGL_DHoSk_S00180.wav,3.78,numbers,curated,只剩下一圈儿麻绳儿挂在门框上,只剩下一圈儿麻绳儿挂在门框上,keep,passthrough,
heuristic_numbers_0085,24557,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000121_z7OYZveyRRo_TEST_NET_Y0000000121_z7OYZveyRRo_S00089.wav,3.95,numbers,curated,百分之一百纯羊毛厚度适中是全羊毛的一个大衣,100%纯羊毛厚度适中是全羊毛的一个大衣,correct,numbers,
heuristic_numbers_0086,10246,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000055_O56GU64wS0I_TEST_NET_Y0000000055_O56GU64wS0I_S00062.wav,2.13,numbers,curated,也不是一两次的高光时刻,也不是一两次的高光时刻,keep,passthrough,
heuristic_numbers_0087,5168,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000028_8DRJotb5-KI_TEST_NET_Y0000000028_8DRJotb5-KI_S00006.wav,2.47,numbers,curated,我也不知道我到底是哪一夜爆红的,我也不知道我到底是哪一夜爆红的,keep,passthrough,
heuristic_numbers_0088,23134,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000109_scA1qYR0krU_TEST_NET_Y0000000109_scA1qYR0krU_S00077.wav,7.44,numbers,curated,但是面包的口味儿我可以变可以是新的对吧不一定说我非得那个面包老是那个黑面包老是那一个味道,但是面包的口味儿我可以变可以是新的对吧不一定说我非得那个面包老是那个黑面包老是那一个味道,keep,passthrough,
heuristic_numbers_0089,21331,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000104_q09vZT2AdIw_TEST_NET_Y0000000104_q09vZT2AdIw_S00022.wav,1.23,numbers,curated,怎么这么黑啊拿上来看一下,怎么这么黑啊拿上来看一下,keep,passthrough,
heuristic_numbers_0090,18902,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000091_hMHaHxbJe9M_TEST_NET_Y0000000091_hMHaHxbJe9M_S00587.wav,4.75,numbers,curated,中原胜利突围牵制了蒋介石正规军三十个旅以上,中原胜利突围牵制了蒋介石正规军30个旅以上,correct,numbers,
heuristic_numbers_0091,1303,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000009_26OUqTzrzv0_TEST_NET_Y0000000009_26OUqTzrzv0_S00105.wav,1.8,numbers,curated,我让飞机停一下我不想坐了,我让飞机停一下我不想坐了,keep,passthrough,
heuristic_numbers_0092,23494,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000112_v8N3rTrUaAw_TEST_NET_Y0000000112_v8N3rTrUaAw_S00023.wav,11.6,numbers,curated,当楚良回过神儿来鲁明早已装作无事发生而楚良的冒失举动也被过道另一侧的王郁看在眼中王郁心想楚良你怎么回事儿所以送他一个内涵眼神,当楚良回过神儿来鲁明早已装作无事发生而楚良的冒失举动也被过道另一侧的王郁看在眼中王郁心想楚良你怎么回事儿所以送他一个内涵眼神,keep,passthrough,
heuristic_numbers_0093,14284,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000073_Z92OFESPEnY_TEST_NET_Y0000000073_Z92OFESPEnY_S00044.wav,7.8,numbers,curated,那是一九七五年越战结束后美国航母首次出现在越南港口美国防长这次到河内又将推出什么动作,那是1957年越战结束后美国航母首次出现在越南港口美国防长这次到河内又将推出什么动作,correct,numbers,
heuristic_numbers_0094,9512,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000051_LhvfBuJ7FuY_TEST_NET_Y0000000051_LhvfBuJ7FuY_S00089.wav,1.83,numbers,curated,尝一尝啊便宜啦,尝一尝啊便宜啦,keep,passthrough,
heuristic_numbers_0095,23979,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000116_x-ur8lfGcDY_TEST_NET_Y0000000116_x-ur8lfGcDY_S00152.wav,2.93,numbers,curated,这里面也是一个啊绒布啊,这里面也是一个绒布,correct,filler_repetition,
heuristic_numbers_0096,14366,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000074__HB0k410bug_TEST_NET_Y0000000074__HB0k410bug_S00032.wav,6.88,numbers,curated,刚才调戏短发女的男人也突然站起来一直说英语的他开始说泰语脸上开始冒青筋,刚才调戏短发女的男人也突然站起来一直说英语的他开始说泰语脸上开始冒青筋,keep,passthrough,
heuristic_numbers_0097,21605,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000106_rimOtx3rgsI_TEST_NET_Y0000000106_rimOtx3rgsI_S00045.wav,3.09,numbers,curated,我觉得你经过这五百年,我觉得你经过这500年,correct,numbers,
heuristic_numbers_0098,7341,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000037_FWyYNBsYNOw_TEST_NET_Y0000000037_FWyYNBsYNOw_S00006.wav,4.18,numbers,curated,那下面我就开始和大家分享这五大自学编程的绝招,那下面我就开始和大家分享这五大自学编程的绝招,keep,passthrough,
heuristic_numbers_0099,24757,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000123_zonqdf8cyQg_TEST_NET_Y0000000123_zonqdf8cyQg_S00004.wav,11.14,numbers,curated,买这款车要的不光是动力那么它的舒适性一定要考虑进去空气悬架的舒适度是咱们普通悬架所比拟不了的在这里要说一下,买这款车要的不光是动力那么它的舒适性一定要考虑进去空气悬架的舒适度是咱们普通悬架所比拟不了的在这里要说一下,keep,passthrough,
heuristic_numbers_0100,22158,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000108_sQQTqZAbRW8_TEST_NET_Y0000000108_sQQTqZAbRW8_S00435.wav,0.75,numbers,curated,你等我一下啊,你等我一下啊,keep,passthrough,
heuristic_english_mix_0101,13669,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000071_XpnJPdDkxUw_TEST_NET_Y0000000071_XpnJPdDkxUw_S00133.wav,6.28,english_mix,curated,就是用到了百分之一的水杨酸BHA再加上白柳树皮是温和的调节你肌肤的角质,就是用到了1%的水杨酸BHA再加上白柳树皮是温和的调节你肌肤的角质,correct,english_mix,
heuristic_english_mix_0102,2919,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000015_3w6UjHvvikQ_TEST_NET_Y0000000015_3w6UjHvvikQ_S00041.wav,7.17,english_mix,curated,跟刚刚所有产品一样就是它吸收的很快腋下吸收完了以后是那种凉飕飕的一个感觉还不错这一款呢因为它是QUEEN的质地,跟刚刚所有产品一样就是它吸收的很快腋下吸收完了以后是那种凉飕飕的一个感觉还不错这一款呢因为它是QUEEN的质地,keep,passthrough,
heuristic_english_mix_0103,57,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000000_-KTKHdZ2fb8_TEST_NET_Y0000000000_-KTKHdZ2fb8_S00056.wav,0.88,english_mix,curated,B幺二这楼,B12这楼,correct,english_mix,
heuristic_english_mix_0104,12907,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000066_TdmtONdJFjk_TEST_NET_Y0000000066_TdmtONdJFjk_S00081.wav,9.6,english_mix,curated,呃说我我就是挣钱就够了你挣那么多钱干啥是吧你要命还是要钱对吧但是其实VICCO觉得就是这样子就是做好自己的事情就OK了,我就是挣钱就够了你挣那么多钱干啥你要命还是要钱但是其实VICCO觉得就是这样子就是做好自己的事情就OK了,correct,filler_repetition,
heuristic_english_mix_0105,11930,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000062_S3a90HGEYn8_TEST_NET_Y0000000062_S3a90HGEYn8_S00051.wav,5.2,english_mix,curated,IP六八防水防尘当然我们依旧不推荐你带着下水啊毕竟进了水官方不保,IP68防水防尘当然我们依旧不推荐你带着下水啊毕竟进了水官方不保,correct,numbers,
heuristic_english_mix_0106,13353,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000068_VcCvuzqIoN4_TEST_NET_Y0000000068_VcCvuzqIoN4_S00040.wav,3.95,english_mix,curated,购买自主研发的轻型战斗直升机LCH,购买自主研发的轻型战斗直升机LCH,keep,passthrough,
heuristic_english_mix_0107,11615,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000060_R9wac8rqzQE_TEST_NET_Y0000000060_R9wac8rqzQE_S00127.wav,7.68,english_mix,curated,还幻想了自己演出的成功SMILE这首歌出自卓别林摩登时代歌词的第一句是当你的心在疼但还是要微笑,还幻想了自己演出的成功SMILE这首歌出自卓别林摩登时代歌词的第一句是当你的心在疼但还是要微笑,keep,passthrough,
heuristic_english_mix_0108,3628,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000019_5KnkUBBVqis_TEST_NET_Y0000000019_5KnkUBBVqis_S00341.wav,5.52,english_mix,curated,补足了一条电锯系列的DLC用第三部完全延伸了一条新的故事线和角色,补足了一条电锯系列的DLC用第三部完全延伸了一条新的故事线和角色,keep,passthrough,
heuristic_english_mix_0109,8292,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000044_HrQ-YhkhUNQ_TEST_NET_Y0000000044_HrQ-YhkhUNQ_S00077.wav,4.74,english_mix,curated,IPHONE十二呢相较于十一提升幅度较大相较IPHONE十二PRO呢缩水较少,IPHONE12呢相较于11提升幅度较大相较IPHONE12PRO呢缩水较少,correct,numbers,
heuristic_english_mix_0110,12841,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000066_TdmtONdJFjk_TEST_NET_Y0000000066_TdmtONdJFjk_S00015.wav,6.09,english_mix,curated,比如说你要去学习REACTNATIVE这样子的一个技术去做一些移动端的这样子的应用程序,比如说你要去学习REACTNATIVE这样子的一个技术去做一些移动端的这样子的应用程序,keep,passthrough,
heuristic_english_mix_0111,5202,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000028_8DRJotb5-KI_TEST_NET_Y0000000028_8DRJotb5-KI_S00040.wav,1.92,english_mix,curated,在ICU里面,在ICU里面,keep,passthrough,
heuristic_english_mix_0112,14500,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000075__yeRivB18fw_TEST_NET_Y0000000075__yeRivB18fw_S00021.wav,5.63,english_mix,curated,全新C级轿车将会凭借着旗舰级S级轿车提供的高科技功能吸引更多的用户,全新C级轿车将会凭借着旗舰级S级轿车提供的高科技功能吸引更多的用户,keep,passthrough,
heuristic_english_mix_0113,6240,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000032_AR5aa6-DuuU_TEST_NET_Y0000000032_AR5aa6-DuuU_S00007.wav,3.75,english_mix,curated,结果我们负责IT的同学不知道左整右整就跟我格式化了,结果我们负责IT的同学不知道左整右整就跟我格式化了,keep,passthrough,
heuristic_english_mix_0114,11904,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000062_S3a90HGEYn8_TEST_NET_Y0000000062_S3a90HGEYn8_S00025.wav,6.39,english_mix,curated,缺点是转子马达和单扬声器一千五百九十九的REALMEQ三PRO八加一百二十八G搭配了线性马达双扬声器,缺点是转子马达和单扬声器1599的REALMEQ3PRO八加128G搭配了线性马达双扬声器,correct,numbers,
heuristic_english_mix_0115,12696,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000065_TGm7JS2Zojc_TEST_NET_Y0000000065_TGm7JS2Zojc_S00172.wav,5.33,english_mix,curated,其实这个跟我们四十五年前设立的那个LOGO是,其实这个跟我们四十五年前设立的那个LOGO是,keep,passthrough,
heuristic_english_mix_0116,8274,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000044_HrQ-YhkhUNQ_TEST_NET_Y0000000044_HrQ-YhkhUNQ_S00059.wav,1.84,english_mix,curated,到了四千元的FINDX三,到了4000元的FINDX3,correct,numbers,
heuristic_english_mix_0117,8357,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000044_HrQ-YhkhUNQ_TEST_NET_Y0000000044_HrQ-YhkhUNQ_S00142.wav,4.04,english_mix,curated,所以S二一U虽然是旗舰水平但还是感觉价格太贵了,所以S21U虽然是旗舰水平但还是感觉价格太贵了,correct,numbers,
heuristic_english_mix_0118,11958,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000062_S3a90HGEYn8_TEST_NET_Y0000000062_S3a90HGEYn8_S00079.wav,3.53,english_mix,curated,十一UITRA八加二百五十六G五千九百九十九刚好压边儿,11UITRA 8加256G 5999刚好压边儿,correct,numbers,
heuristic_english_mix_0119,13255,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000067_VW64c28XP5Y_TEST_NET_Y0000000067_VW64c28XP5Y_S00335.wav,1.14,english_mix,curated,NEVER在干嘛的视频,NEVER在干嘛的视频,keep,passthrough,
heuristic_english_mix_0120,12829,/home/aim0/data/datasets/ASR/wenetspeech_test_net/segments/TEST_NET_Y0000000066_TdmtONdJFjk_TEST_NET_Y0000000066_TdmtONdJFjk_S00003.wav,15.31,english_mix,curated,这样子的一个一个一个一个岗位总体来说这几个职业其实没有分得那么清楚也就是如果你要去做美工的话人家可能会觉得哎你就是会设计网页对吗然后你去啊去做网页设计师的话那么可能PS的这些切图啊什么的技巧,这样子的一个岗位总体来说这几个职业其实没有分得那么清楚也就是如果你要去做美工的话人家可能会觉得你就是会设计网页，然后你去做网页设计师的话，那么可能PS的这些切图的技巧,correct,repetition,
